date,open,high,low,close,volume,dividends,stock_splits,capital_gains,kd_k,kd_d
2026-04-28,10.0,10.0,10.0,10.0,0,0.0,0.0,0.0,50.0,50.0
2026-04-29,10.0,10.0,10.0,10.0,0,0.0,0.0,0.0,50.0,50.0
2026-04-30,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0,0.0,0.0,0.0,50.0,50.0
2026-05-04,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,0,0.0,0.0,0.0,50.0,50.0
2026-05-05,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0,0.0,0.0,0.0,50.0,50.0
2026-05-06,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,0,0.0,0.0,0.0,50.0,50.0
2026-05-07,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,0,0.0,0.0,0.0,50.0,50.0
2026-05-08,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0,0.0,0.0,0.0,50.0,50.0
2026-05-11,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,0,0.0,0.0,0.0,66.67,55.56
2026-05-12,10.930000305175781,10.960000038146973,10.510000228881836,10.800000190734863,11429599,0.0,0.0,0.0,72.28,61.13
2026-05-13,10.300000190734863,10.350000381469727,10.119999885559082,10.180000305175781,6920918,0.0,0.0,0.0,54.72,58.99
2026-05-14,10.329999923706055,10.380000114440918,10.210000038146973,10.239999771118164,843625361,0.0,0.0,0.0,44.55,54.18
2026-05-15,10.380000114440918,10.380000114440918,10.0,10.0,1846753344,0.0,0.0,0.0,29.7,46.02
2026-05-18,9.880000114440918,9.880000114440918,9.710000038146973,9.84000015258789,1272733421,0.0,0.0,0.0,23.27,38.43
2026-05-19,9.850000381469727,9.920000076293945,9.720000267028809,9.720000267028809,976965589,0.0,0.0,0.0,15.78,30.88
2026-05-20,9.729999542236328,9.770000457763672,9.640000343322754,9.65999984741211,746716529,0.0,0.0,0.0,11.02,24.26
2026-05-21,9.899999618530273,10.020000457763672,9.890000343322754,10.010000228881836,428014431,0.0,0.0,0.0,16.69,21.74
2026-05-22,10.119999885559082,10.210000038146973,10.119999885559082,10.199999809265137,539776086,0.0,0.0,0.0,25.27,22.92
2026-05-25,10.399999618530273,10.619999885559082,10.380000114440918,10.579999923706055,718462645,0.0,0.0,0.0,48.82,31.55
2026-05-26,10.760000228881836,10.760000228881836,10.479999542236328,10.640000343322754,609501641,0.0,0.0,0.0,62.31,41.8
2026-05-27,10.84000015258789,10.979999542236328,10.699999809265137,10.779999732971191,739388249,0.0,0.0,0.0,69.9,51.17
2026-05-28,10.869999885559082,10.890000343322754,10.399999618530273,10.470000267028809,805110302,0.0,0.0,0.0,67.24,56.53
2026-05-29,10.75,10.770000457763672,10.619999885559082,10.699999809265137,465055289,0.0,0.0,0.0,71.2,61.42
2026-06-01,10.739999771118164,10.9399995803833,10.729999542236328,10.819999694824219,581043108,0.0,0.0,0.0,76.82,66.55
2026-06-02,10.850000381469727,10.869999885559082,10.520000457763672,10.699999809265137,504337802,0.0,0.0,0.0,75.98,69.69
2026-06-03,10.8100004196167,10.949999809265137,10.770000457763672,10.789999961853027,601847797,0.0,0.0,0.0,76.62,72.0
2026-06-04,10.680000305175781,10.710000038146973,10.5600004196167,10.59000015258789,405187907,0.0,0.0,0.0,62.75,68.92
