date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d
2025-12-23,275.80858250054854,281.7461555531578,272.2100302677145,276.1584167480469,20767600,0.0,0.0,50.0,50.0
2025-12-24,277.8877515587193,289.1831767401188,277.13805438724796,286.5642395019531,18592600,0.0,0.0,50.0,50.0
2025-12-26,290.7225632877798,290.75254995440923,283.30557635904245,284.6750183105469,17878500,0.0,0.0,50.0,50.0
2025-12-29,280.3299865722656,294.5,278.5,294.3699951171875,26642900,0.115,0.0,50.0,50.0
2025-12-30,294.70001220703125,298.8299865722656,292.010009765625,292.6300048828125,23056400,0.0,0.0,50.0,50.0
2025-12-31,293.1700134277344,293.1700134277344,284.17999267578125,285.4100036621094,17573800,0.0,0.0,50.0,50.0
2026-01-02,295.1300048828125,315.6000061035156,294.8599853515625,315.4200134277344,42604300,0.0,0.0,50.0,50.0
2026-01-05,325.1300048828125,325.5299987792969,309.54998779296875,312.1499938964844,34608600,0.0,0.0,50.0,50.0
2026-01-06,318.2799987792969,344.54998779296875,318.05999755859375,343.42999267578125,48732400,0.0,0.0,66.15,55.38
2026-01-07,340.7099914550781,346.29998779296875,337.17999267578125,339.54998779296875,32781100,0.0,0.0,74.18,61.65
2026-01-08,342.8999938964844,343.6600036621094,321.3599853515625,327.0199890136719,33897700,0.0,0.0,73.31,65.54
2026-01-09,332.75,345.79998779296875,326.19000244140625,345.0899963378906,33387500,0.0,0.0,81.61,70.89
2026-01-12,340.54998779296875,348.4700012207031,339.32000732421875,345.8699951171875,23152600,0.0,0.0,86.39,76.06
2026-01-13,346.2699890136719,351.2300109863281,335.2200012207031,338.1300048828125,23881300,0.0,0.0,84.42,78.85
2026-01-14,334.8399963378906,339.1000061035156,328.20001220703125,333.3500061035156,20277200,0.0,0.0,79.04,78.91
2026-01-15,345.3299865722656,347.7699890136719,336.2699890136719,336.6300048828125,25370200,0.0,0.0,74.35,77.39
2026-01-16,353.1000061035156,365.80999755859375,352.0400085449219,362.75,47901900,0.0,0.0,80.76,78.51
