date,open,high,low,close,volume,dividends,stock_splits,capital_gains,kd_k,kd_d
2024-06-05,76.75,77.3499984741211,75.69999694824219,77.1500015258789,427000,0.0,0.0,0.0,50.0,50.0
2024-06-06,80.05000305175781,80.75,79.69999694824219,80.30000305175781,846000,0.0,0.0,0.0,50.0,50.0
2024-06-07,79.94999694824219,80.19999694824219,79.6500015258789,79.94999694824219,216001,0.0,0.0,0.0,50.0,50.0
2024-06-11,80.0999984741211,80.80000305175781,79.55000305175781,79.55000305175781,519151,0.0,0.0,0.0,50.0,50.0
2024-06-12,79.8499984741211,81.5,79.8499984741211,81.4000015258789,426000,0.0,0.0,0.0,50.0,50.0
2024-06-13,83.4000015258789,84.5,82.69999694824219,83.5999984741211,489120,0.0,0.0,0.0,50.0,50.0
2024-06-14,83.4000015258789,84.69999694824219,83.0999984741211,84.6500015258789,293200,0.0,0.0,0.0,50.0,50.0
2024-06-17,84.55000305175781,85.19999694824219,84.30000305175781,84.5999984741211,281000,0.0,0.0,0.0,50.0,50.0
2024-06-18,86.19999694824219,87.1500015258789,86.05000305175781,87.05000305175781,515001,0.0,0.0,0.0,66.38,55.46
2024-06-19,88.6500015258789,90.80000305175781,88.5999984741211,90.4000015258789,1085020,0.0,0.0,0.0,76.4,62.44
2024-06-20,90.4000015258789,92.30000305175781,90.4000015258789,92.30000305175781,532087,0.0,0.0,0.0,84.27,69.71
2024-06-21,90.6500015258789,91.75,90.1500015258789,91.1500015258789,495144,0.0,0.0,0.0,86.5,75.31
2024-06-24,89.5,89.5,87.19999694824219,87.4000015258789,920630,0.0,0.0,0.0,77.88,76.17
2024-06-25,86.6500015258789,87.75,85.0,87.6500015258789,868027,0.0,0.0,0.0,69.11,73.82
2024-06-26,88.55000305175781,89.5,87.5999984741211,88.5,501229,0.0,0.0,0.0,65.64,71.09
2024-06-27,86.9000015258789,88.0999984741211,86.6500015258789,88.0999984741211,259326,0.0,0.0,0.0,59.59,67.26
2024-06-28,88.30000305175781,90.30000305175781,88.0,89.4000015258789,443326,0.0,0.0,0.0,59.82,64.78
2024-07-01,89.8499984741211,90.69999694824219,89.0999984741211,89.44999694824219,580000,0.0,0.0,0.0,60.2,63.25
2024-07-02,88.6500015258789,89.3499984741211,87.3499984741211,88.1500015258789,600871,0.0,0.0,0.0,54.52,60.34
2024-07-03,90.0999984741211,90.75,89.4000015258789,90.75,363449,0.0,0.0,0.0,64.74,61.81
2024-07-04,93.1500015258789,94.30000305175781,93.1500015258789,94.30000305175781,609153,0.0,0.0,0.0,76.49,66.7
2024-07-05,94.5,94.69999694824219,93.6500015258789,93.75,380001,0.0,0.0,0.0,81.06,71.49
2024-07-08,93.94999694824219,97.19999694824219,93.75,96.69999694824219,656060,0.0,0.0,0.0,85.8,76.26
2024-07-09,96.8499984741211,98.0999984741211,94.4000015258789,96.25,1037051,0.0,0.0,0.0,85.15,79.22
2024-07-10,96.05000305175781,97.30000305175781,95.0,97.30000305175781,804082,0.0,0.0,0.0,87.62,82.02
2024-07-11,99.25,100.5999984741211,98.6500015258789,100.30000305175781,1187310,0.0,0.0,0.0,90.99,85.01
2024-07-12,96.75,97.5,95.5999984741211,95.9000015258789,1209269,0.0,0.0,0.0,82.17,84.06
2024-07-15,96.94999694824219,97.1500015258789,95.25,96.0,599000,0.0,0.0,0.0,74.42,80.85
2024-07-16,96.5,98.5999984741211,96.19999694824219,96.9000015258789,815200,0.0,0.0,0.0,66.39,76.03
