date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d
2024-04-24,138.77256002181616,147.7104537181365,137.83172910641403,146.76962280273438,191980597,0.0,0.0,50.0,50.0
2024-04-25,143.9471350943688,145.3583815168626,142.0654731977104,142.535888671875,108275889,0.0,0.0,50.0,50.0
2024-04-26,147.24004280336442,148.65128922001009,144.8879654422883,145.82879638671875,99130006,0.0,0.0,50.0,50.0
2024-04-29,147.7104576905067,151.47378145332215,146.76962674980282,149.1217041015625,98183957,0.0,0.0,50.0,50.0
2024-04-30,150.06253100664188,151.4737773797451,146.76962280273438,146.76962280273438,72258292,0.0,0.0,50.0,50.0
2024-05-02,144.41755448378527,145.82880094453887,143.00630802303166,144.88796997070312,67014593,0.0,0.0,50.0,50.0
2024-05-03,148.1808691758376,149.59211554894082,146.76962280273438,146.76962280273438,67145053,0.0,0.0,50.0,50.0
2024-05-06,151.94418708459656,158.53000324306203,151.47377164470618,157.58917236328125,177370587,0.0,0.0,50.0,50.0
2024-05-07,159.47084045410156,160.88208682980158,156.64834770270153,159.47084045410156,124701709,0.0,0.0,64.63,54.88
2024-05-08,158.5300095369682,161.35250228836824,158.05959407840157,159.47084045410156,75120589,0.0,0.0,73.17,60.97
2024-05-09,159.4708511486781,164.6454215399331,159.4708511486781,160.41168212890625,113944686,0.0,0.0,75.59,65.84
2024-05-10,161.35250228836824,161.8229177469349,157.11876316126822,159.47084045410156,84399408,0.0,0.0,75.75,69.15
2024-05-13,160.88208682980158,162.76374866406826,159.0004249955349,159.47084045410156,77795848,0.0,0.0,75.87,71.39
2024-05-14,159.94125987208167,164.6454145742017,158.05959799123366,161.8229217529297,124475075,0.0,0.0,79.56,74.11
2024-05-15,158.05960467833577,163.7045905597049,155.7075272277653,160.41168212890625,155589110,0.0,0.0,78.48,75.57
2024-05-16,164.64541688257333,168.40874069703216,160.41167759130718,161.35250854492188,149892909,0.0,0.0,71.76,74.3
2024-05-17,162.76374637379365,162.76374637379365,157.11876095042507,159.94125366210938,87995690,0.0,0.0,58.95,69.18
2024-05-20,159.94124956273322,160.4116650026236,156.17792604361009,157.58917236328125,73840961,0.0,0.0,44.24,60.87
2024-05-21,156.1779327392578,158.53001003954785,155.7075172791998,156.1779327392578,46498585,0.0,0.0,30.73,50.82
2024-05-22,156.17794944266595,160.41168903599123,156.17794944266595,159.0004425048828,55204400,0.0,0.0,29.13,43.59
2024-05-23,163.234163626081,163.7045790832167,159.47083996899556,162.7637481689453,83577643,0.0,0.0,37.94,41.71
2024-05-24,161.8229189786044,165.58624267578125,160.8820880543102,165.58624267578125,69225558,0.0,0.0,51.22,44.88
2024-05-27,168.40874048181482,174.05372619628906,167.93832500560865,174.05372619628906,113997157,0.0,0.0,67.48,52.41
2024-05-28,174.52413940429688,174.9945548743893,172.64247752392708,174.52413940429688,67804130,0.0,0.0,77.51,60.78
2024-05-29,174.52414697028925,174.9945624607752,169.8199920654297,169.8199920654297,75213627,0.0,0.0,76.06,65.87
2024-05-30,166.5270866415656,168.87916413650296,165.58625564359065,166.05667114257812,78702491,0.0,0.0,68.59,66.78
2024-05-31,166.52707645504975,168.40873833589777,161.8229217529297,161.8229217529297,147141860,0.0,0.0,56.3,63.28
2024-06-03,166.5270866415656,168.87916413650296,164.1750091466282,166.05667114257812,89188697,0.0,0.0,55.03,60.53
2024-06-04,164.64541920444424,166.05666565476804,159.94126437003152,160.88209533691406,101915226,0.0,0.0,39.72,53.6
2024-06-05,160.88209025065106,167.4679068106192,158.5300129078053,165.11582946777344,117365054,0.0,0.0,39.81,49.0
2024-06-06,170.76080584458902,172.17205217388317,166.9974822998047,166.9974822998047,121092025,0.0,0.0,43.68,47.23
2024-06-07,166.9974822998047,169.3495595152949,166.05665141360862,166.9974822998047,55448022,0.0,0.0,46.27,46.91
2024-06-11,168.40874559397182,170.7608230464016,166.99749912251397,169.8199920654297,83420531,0.0,0.0,53.7,49.17
2024-06-12,173.11288411458332,176.87620768229166,171.7016377766927,176.40579223632812,124760086,0.0,0.0,68.28,55.54
2024-06-13,179.6987106800079,183.46203446388245,176.87621784210205,180.63954162597656,146691778,0.0,0.0,75.08,62.05
2024-06-14,181.10996034410263,186.7549461210617,179.6987138998629,186.28453063964844,123524930,0.0,0.0,82.83,68.98
2024-06-17,185.81410617828368,188.1661834716797,183.4620288848877,188.1661834716797,90030798,0.0,0.0,88.55,75.5
2024-06-18,188.63660575040345,189.1070212260902,185.34369742059587,186.75494384765625,90319019,0.0,0.0,89.81,80.27
2024-06-19,188.166185200508,195.6928326085284,187.6957697375068,190.9886779785156,173889577,0.0,0.0,87.91,82.82
2024-06-20,192.87033572142155,204.63072204589844,191.4590893624843,204.63072204589844,177537123,0.0,0.0,91.94,85.86
2024-06-21,198.5153305485564,204.63073172659244,198.5153305485564,199.45616149902344,163458287,0.0,0.0,90.04,87.25
2024-06-24,197.1040807557337,197.5744962229312,192.87034155095665,193.8111724853516,104052744,0.0,0.0,82.41,85.64
2024-06-25,190.98868730734875,199.4561660549652,189.107025363434,198.5153350830078,116945868,0.0,0.0,80.93,84.07
2024-06-26,198.9857397896903,202.7490634736561,197.57449340820312,197.57449340820312,107811774,0.0,0.0,77.85,82.0
