date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2024-10-03,23.190286847228226,24.045144965712296,23.190286847228226,23.61134910583496,23800,0.0,0.0,0.0
2024-10-04,23.599528048889663,24.05423955862097,23.2812296451604,24.03968811035156,22600,0.0,0.0,0.0
2024-10-07,24.19975036004855,25.109173501911787,24.19975036004855,25.00004196166992,20400,0.0,0.0,0.0
2024-10-08,25.0182316525997,25.535693659137625,24.772686980028315,25.354717254638672,34900,0.0,0.0,0.0
2024-10-09,25.90946312713565,25.90946312713565,24.49985805860839,25.668466567993164,32300,0.0,0.0,0.0
2024-10-10,25.463846681172274,25.463846681172274,25.22012161067361,25.36380958557129,17400,0.0,0.0,0.0
2024-10-11,25.964029120404472,26.827981769529163,25.964029120404472,26.60062599182129,41300,0.0,0.0,0.0
2024-10-14,26.700659812252965,27.74649591444199,26.63700047984124,27.128087997436523,126000,0.0,0.0,0.0
2024-10-15,27.32816294738934,27.373635142286595,24.85453278634545,25.77305030822754,113100,0.0,0.0,0.0
2024-10-16,26.355079848579827,26.37326872607106,25.463845666551368,25.64573097229004,149600,0.0,0.0,0.0
2024-10-17,30.020054395533624,32.51187516541745,29.647191070865016,30.711217880249023,535300,0.0,0.0,0.0
2024-10-18,30.5475228135022,30.58390057099198,29.16610817501681,29.17429542541504,244700,0.0,0.0,0.0
2024-10-21,29.16519676701885,29.8745456317742,28.832348640358383,29.428930282592773,147100,0.0,0.0,0.0
2024-10-22,28.70139102598668,28.82871143274379,28.05570149188092,28.474035263061523,112800,0.0,0.0,0.0
2024-10-23,27.937476092399464,29.75632396740628,27.91019451042875,28.919652938842773,216200,0.0,0.0,0.0
2024-10-24,28.828714306177044,28.89601107751945,28.11117811470389,28.28306007385254,144400,0.0,0.0,0.0
2024-10-25,28.88327619301265,30.29288295720732,28.88327619301265,29.81088638305664,207300,0.0,0.0,0.0
2024-10-28,28.719580540328284,28.719580540328284,27.19538693068004,27.27359771728516,363500,0.0,0.0,0.0
2024-10-29,27.14627800098307,28.35581057079248,26.91892224173629,27.864721298217773,189600,0.0,0.0,0.0
2024-10-30,27.18265724182129,27.396372235907823,26.64609744764568,27.18265724182129,97500,0.0,0.0,0.0
2024-10-31,26.618812770294564,26.618812770294564,25.281959792705283,25.900367736816406,194500,0.0,0.0,0.0
2024-11-01,26.964392280105603,28.082982181890387,26.57788818923593,26.709754943847656,164100,0.0,0.0,0.0
2024-11-04,26.937112786885443,26.99167768679936,26.050424923996577,26.30961036682129,121000,0.0,0.0,0.0
2024-11-05,26.87344874422303,28.14209423551844,26.87344874422303,27.37363243103028,200200,0.0,0.0,0.0
2024-11-06,26.38236262694065,26.98258169521961,25.4092802506274,26.76432037353516,383000,0.0,0.0,0.0
2024-11-07,27.582800951081087,29.101537509227363,27.582800951081087,28.874181747436523,492200,0.0,0.0,0.0
2024-11-08,29.68356883990132,30.42020278518637,28.55588442642913,28.91056060791016,522800,0.0,0.0,0.0
2024-11-11,27.91019518355319,27.91019518355319,26.08225456019532,26.78251075744629,549700,0.0,0.0,0.0
2024-11-12,26.746132363194725,26.746132363194725,25.60025908627614,26.18229103088379,433100,0.0,0.0,0.0
2024-11-13,26.22776050111284,26.255043816648342,24.73630727690712,24.80906105041504,423700,0.0,0.0,0.0
2024-11-14,25.33652734262806,26.31870419106817,24.990945603877048,25.23649024963379,357700,0.0,0.0,0.0
2024-11-15,25.209205529174408,25.309242616597828,24.24612653561916,24.59079933166504,342200,0.0,0.0,0.0
2024-11-18,24.1451808502786,24.963662968256944,23.89054351098469,24.89090919494629,231000,0.0,0.0,0.0
2024-11-19,25.545694020207737,25.600258918392644,25.09098248796422,25.48203468322754,202900,0.0,0.0,0.0
2024-11-20,25.118263581251647,25.25467668193405,24.00876643063822,25.181922912597656,323400,0.0,0.0,0.0
2024-11-21,25.46384664621509,26.13681952800035,24.736308864443703,25.83670997619629,308200,0.0,0.0,0.0
2024-11-22,26.40054993812791,26.40054993812791,25.38199542942861,25.572975158691406,293400,0.0,0.0,0.0
2024-11-25,25.118263741351225,25.118263741351225,23.854164606017463,24.227027893066406,375400,0.0,0.0,0.0
2024-11-26,24.263407298395645,24.41710036308696,23.49039735748531,23.84507179260254,255500,0.0,0.0,0.0
2024-11-27,23.463110914334024,23.463110914334024,22.399086016208027,23.190284729003903,243500,0.0,0.0,0.0
2024-11-29,23.344889607687737,24.62990446593188,23.15390986647222,24.09061622619629,178000,0.0,0.0,0.0
2024-12-02,25.291053715022343,26.809790228676945,25.22739438111971,26.555152893066406,407000,0.0,0.0,0.0
2024-12-03,26.418738024163805,27.81015586853028,26.118628497094967,27.81015586853028,354100,0.0,0.0,0.0
2024-12-04,28.06479573769212,28.818706137961893,27.61917865357144,28.24667930603028,2311100,0.0,0.0,0.0
2024-12-05,28.555885644401567,29.65628852248537,28.28305940201356,29.247047424316406,333300,0.0,0.0,0.0
2024-12-06,28.58316555365854,28.90146395487572,28.01022808455028,28.83780288696289,746000,0.0,0.0,0.0
2024-12-09,28.27396395991318,28.87418305954946,27.719215320866628,27.801063537597656,2015800,0.0,0.0,0.0
2024-12-10,27.737403596845155,27.927472685173026,25.349259117871235,25.79123878479004,426100,0.0,0.0,0.0
2024-12-11,26.5733414400386,26.782510064102585,26.10044276265264,26.491493225097656,242400,0.0,0.0,0.0
2024-12-12,26.59152938779013,26.78432697445421,25.691200789511644,25.74576568603516,252300,0.0,0.0,0.0
2024-12-13,27.628274301228338,28.646828983873213,27.28269427035544,28.28306007385254,590300,0.0,0.0,0.0
2024-12-16,29.03787851471584,29.508048681435007,28.22849254829625,28.701391220092773,636700,0.0,0.0,0.0
2024-12-17,28.50131750677632,28.637730612481864,27.255407209602414,28.128454208374023,333900,0.0,0.0,0.0
2024-12-18,28.892370860892715,29.419834428589507,26.300514808369847,26.746131896972656,675500,0.0,0.0,0.0
2024-12-19,27.528237299560896,27.641915185600126,26.273232466319136,26.47330665588379,572700,0.0,0.0,0.0
2024-12-20,25.85489777224681,27.329981733895742,25.70302428834094,27.137184143066406,334600,0.0,0.0,0.0
2024-12-23,28.257992815005945,30.122966334842555,28.257992815005945,29.976694107055664,723300,0.156,0.0,0.0
2024-12-24,29.39617657912687,29.8395652939185,29.1356307825527,29.62929916381836,351100,0.0,0.0,0.0
2024-12-26,29.42817418793948,30.113825992305863,28.615450048665043,28.715097427368164,355300,0.0,0.0,0.0
2024-12-27,28.888794425228102,29.03506666080272,27.49920644356666,28.239709854125977,295000,0.0,0.0,0.0
2024-12-30,27.736900868455525,28.321989844634604,27.33465132548106,27.82832145690918,252600,0.0,0.0,0.0
2024-12-31,27.974591388474625,28.20314196886461,27.023820137075067,27.09695625305176,164800,0.0,0.0,0.0
2025-01-02,27.06953238372472,28.705953698143368,26.776987908099205,28.175716400146484,342000,0.0,0.0,0.0
2025-01-03,28.86136884690476,30.132109596648675,28.715096605655216,30.05897521972656,324700,0.0,0.0,0.0
2025-01-06,32.966133773241154,33.976326822088744,32.097640954520976,33.36838150024414,985700,0.0,0.0,0.0
2025-01-07,33.67921532611131,33.67921532611131,30.73639628977628,30.80862045288086,732700,0.0,0.0,0.0
2025-01-08,30.43379539794119,30.43379539794119,29.163053015475512,29.54701805114746,495500,0.0,0.0,0.0
2025-01-10,29.36418196344793,30.259186253191217,28.35490411020041,29.830427169799805,718000,0.0,0.0,0.0
2025-01-13,27.45349795917023,28.42255198879308,27.44435572617252,27.791751861572266,845900,0.0,0.0,0.0
2025-01-14,28.83394444249399,29.135631163799165,27.032964604175888,27.82832145690918,548600,0.0,0.0,0.0
2025-01-15,28.13000838360069,29.492168012324665,27.24323093593909,29.34589576721192,1413500,0.0,0.0,0.0
2025-01-16,32.75587728141047,33.559459270960964,31.512561322193623,31.52170181274414,2384900,0.0,0.0,0.0
2025-01-17,31.603971068200792,31.749329586638755,30.42464934496737,30.552637100219727,897800,0.0,0.0,0.0
2025-01-21,31.53998103128971,33.00270339430049,30.700743944734583,32.61874008178711,1080000,0.0,0.0,0.0
2025-01-22,33.54207894826195,34.5751284564936,32.7924333900492,33.88947677612305,997000,0.0,0.0,0.0
2025-01-23,33.020990724959695,34.37400989999599,32.77415565089554,34.32830047607422,450600,0.0,0.0,0.0
2025-01-24,34.87682031652773,34.87682031652773,33.220285441951546,33.47808837890625,381700,0.0,0.0,0.0
2025-01-27,26.054765922951454,29.004896131647875,23.18417121784617,24.674320220947266,3911500,0.0,0.0,0.0
2025-01-28,25.506245747558022,27.21580494489752,24.56827496784684,27.06039047241211,1364500,0.0,0.0,0.0
2025-01-29,27.672905370834467,28.175715962543727,26.42958962503364,27.133525848388672,1136600,0.0,0.0,0.0
2025-01-30,28.13914953869654,29.052436463588727,27.928881668663767,28.64196014404297,798900,0.0,0.0,0.0
2025-01-31,28.99849841654572,30.516075948037845,28.64287375203448,28.96193122863769,812100,0.0,0.0,0.0
2025-02-03,26.274176306920527,27.704903526117537,25.789648415667475,26.31074523925781,850300,0.0,0.0,0.0
2025-02-04,27.4077879847556,27.837464235799548,26.93240231044016,27.44435691833496,525300,0.0,0.0,0.0
2025-02-05,27.88317267002509,29.0990617691666,27.362077590921963,28.57796669006348,676400,0.0,0.0,0.0
2025-02-06,29.025926504897733,29.31664359653184,28.184860218314792,29.135631561279297,811100,0.0,0.0,0.0
2025-02-07,29.647584920944126,29.83956659321164,27.782611137017025,27.910600662231445,728800,0.0,0.0,0.0
2025-02-10,28.36770053582672,28.92536280302341,28.00201818813376,28.31284713745117,566300,0.0,0.0,0.0
2025-02-11,27.755186624352337,28.87965520657619,27.51749378081105,28.63282012939453,526100,0.0,0.0,0.0
2025-02-12,27.52663449202692,28.075154530489726,27.005539409265644,27.938024520874023,564300,0.0,0.0,0.0
2025-02-13,26.72213473283531,26.78612861944647,25.999915770605977,26.69470977783203,1308500,0.0,0.0,0.0
2025-02-14,26.082194618931084,27.810036565095004,25.51538837415046,27.206663131713867,1294200,0.0,0.0,0.0
2025-02-18,27.33464938387061,27.69118947914416,26.30160151572013,26.87754821777344,987700,0.0,0.0,0.0
2025-02-19,26.594145635406857,26.822696215467968,26.15532894017814,26.41130447387696,425000,0.0,0.0,0.0
2025-02-20,26.22846837883654,26.23761061244149,25.5172189951778,26.164474487304688,600700,0.0,0.0,0.0
2025-02-21,26.457016358995432,26.786128017558013,25.08571284116067,25.652517318725582,550800,0.0,0.0,0.0
2025-02-24,25.350830332976937,25.766792325685262,23.897248480720897,23.97038459777832,621700,0.0,0.0,0.0
2025-02-25,23.76926267043893,24.3726361218077,22.877001271332908,23.339588165283203,566300,0.0,0.0,0.0
2025-02-26,23.8972485077361,24.985149775934868,23.8972485077361,24.656036376953125,600300,0.0,0.0,0.0
2025-02-27,24.53719216937232,24.656037712272944,21.246063232421875,21.246063232421875,1066300,0.0,0.0,0.0
2025-02-28,20.752394746619395,21.428904299329364,19.96618014095793,21.090648651123047,603800,0.0,0.0,0.0
2025-03-03,21.374050081261203,21.374050081261203,18.879191795445,19.317094802856445,1079900,0.0,0.0,0.0
2025-03-04,19.84733527647125,21.63917306861173,19.54656396768401,20.86210060119629,1104200,0.0,0.0,0.0
2025-03-05,21.64831551597273,21.92257556896008,21.026657535918336,21.803730010986328,733400,0.0,0.0,0.0
2025-03-06,20.414137900409617,21.161956129578016,19.81990673636005,19.85647392272949,505600,0.0,0.0,0.0
2025-03-07,19.810766852568307,20.35928866276212,18.72286546578257,20.057601928710938,490700,0.0,0.0,0.0
2025-03-10,19.1525403128858,19.554788099461817,18.00064511961237,18.622303009033203,1088400,0.0,0.0,0.0
2025-03-11,18.62230129494445,19.17996350254568,18.074693275824146,18.66801071166992,726000,0.0,0.0,0.0
2025-03-12,19.64620822474133,20.24043940145873,19.527362686878888,20.00274658203125,635300,0.0,0.0,0.0
2025-03-13,19.243957947818146,19.243957947818146,18.512596796546696,18.75943183898925,420300,0.0,0.0,0.0
2025-03-14,19.02455075726829,19.32715291232633,18.81519833165703,19.25310134887696,436700,0.0,0.0,0.0
2025-03-17,19.27138275883923,19.947892193482737,19.24395606446228,19.76505279541016,382300,0.0,0.0,0.0
2025-03-18,19.371947771192577,19.46336835250957,18.55830651554417,19.170822143554688,274500,0.0,0.0,0.0
2025-03-19,19.09768784220635,19.7193457617986,18.86913723904465,19.2805290222168,344500,0.0,0.0,0.0
2025-03-20,19.44508550338645,20.37757237164453,19.44508550338645,20.1307373046875,451400,0.0,0.0,0.0
2025-03-21,19.408517075340853,20.03931723718772,19.289671527252217,19.95703887939453,316400,0.0,0.0,0.0
