date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2025-12-30,10.239999771118164,10.399999618530272,10.239999771118164,10.380000114440918,244368400,0.0,0.0,0.0
2025-12-31,10.460000038146973,10.520000457763672,10.390000343322754,10.43000030517578,175585400,0.0,0.0,0.0
2026-01-02,10.5,10.5,10.329999923706056,10.390000343322754,78655390,0.0,0.0,0.0
2026-01-07,10.800000190734863,10.8100004196167,10.529999732971191,10.59000015258789,42423516,0.0,0.0,0.0
2026-02-10,11.739999771118164,11.75,11.609999656677246,11.729999542236328,30417780,0.0,0.0,0.0
2026-02-11,11.800000190734863,11.93000030517578,11.779999732971191,11.90999984741211,29845420,0.0,0.0,0.0
2026-02-23,12.18000030517578,12.199999809265137,12.020000457763672,12.020000457763672,25469970,0.0,0.0,0.0
2026-02-24,12.119999885559082,12.43000030517578,12.109999656677246,12.43000030517578,27599870,0.0,0.0,0.0
2026-02-25,12.630000114440918,12.729999542236328,12.470000267028809,12.729999542236328,28224200,0.0,0.0,0.0
2026-02-26,12.739999771118164,12.949999809265137,12.68000030517578,12.920000076293944,28427990,0.0,0.0,0.0
2026-03-02,12.5,12.970000267028809,12.489999771118164,12.869999885559082,32014610,0.0,0.0,0.0
2026-03-03,12.869999885559082,13.020000457763672,12.420000076293944,12.43000030517578,49976210,0.0,0.0,0.0
2026-03-04,12.079999923706056,12.09000015258789,11.579999923706056,11.640000343322754,77497300,0.0,0.0,0.0
2026-03-05,12.239999771118164,12.369999885559082,11.920000076293944,12.260000228881836,45355350,0.0,0.0,0.0
2026-03-06,12.119999885559082,12.369999885559082,12.050000190734863,12.279999732971191,19467380,0.0,0.0,0.0
2026-03-09,11.390000343322754,11.390000343322754,11.1899995803833,11.350000381469728,52023590,0.0,0.0,0.0
2026-03-10,11.829999923706056,12.0,11.720000267028809,11.890000343322754,29769230,0.0,0.0,0.0
2026-03-11,12.300000190734863,12.68000030517578,12.289999961853027,12.649999618530272,39359920,0.0,0.0,0.0
2026-03-12,12.68000030517578,12.949999809265137,12.630000114440918,12.770000457763672,43821440,0.0,0.0,0.0
2026-03-13,12.56999969482422,12.899999618530272,12.489999771118164,12.84000015258789,38320670,0.0,0.0,0.0
2026-03-16,13.029999732971191,13.119999885559082,12.829999923706056,13.0,35886440,0.0,0.0,0.0
2026-03-17,13.229999542236328,13.479999542236328,13.199999809265137,13.229999542236328,54720400,0.0,0.0,0.0
2026-03-18,13.56999969482422,13.770000457763672,13.5,13.68000030517578,55151530,0.0,0.0,0.0
2026-03-19,13.579999923706056,13.979999542236328,13.550000190734863,13.770000457763672,93447010,0.0,0.0,0.0
2026-03-20,13.949999809265137,13.970000267028809,13.420000076293944,13.670000076293944,99476370,0.0,0.0,0.0
2026-03-23,13.130000114440918,13.34000015258789,13.039999961853027,13.100000381469728,121520400,0.0,0.0,0.0
2026-03-24,13.4399995803833,13.449999809265137,12.670000076293944,12.859999656677246,98568340,0.0,0.0,0.0
2026-03-25,13.369999885559082,13.56999969482422,13.350000381469728,13.5600004196167,64601230,0.0,0.0,0.0
2026-03-26,13.75,13.989999771118164,13.56999969482422,13.56999969482422,93500490,0.0,0.0,0.0
2026-03-27,13.220000267028809,13.510000228881836,13.109999656677246,13.479999542236328,91978780,0.0,0.0,0.0
2026-03-30,13.109999656677246,13.289999961853027,12.979999542236328,13.260000228881836,92239170,0.0,0.0,0.0
2026-03-31,13.0600004196167,13.109999656677246,12.449999809265137,12.489999771118164,162929000,0.0,0.0,0.0
2026-04-01,13.140000343322754,13.229999542236328,13.010000228881836,13.220000267028809,73558800,0.0,0.0,0.0
2026-04-02,13.449999809265137,13.529999732971191,12.93000030517578,12.949999809265137,82785100,0.0,0.0,0.0
2026-04-07,13.3100004196167,13.489999771118164,13.279999732971191,13.43000030517578,70793910,0.0,0.0,0.0
2026-04-08,14.15999984741211,14.40999984741211,14.140000343322754,14.390000343322754,103224700,0.0,0.0,0.0
2026-04-09,14.539999961853027,14.8100004196167,14.40999984741211,14.460000038146973,115788400,0.0,0.0,0.0
2026-04-10,14.90999984741211,14.90999984741211,14.619999885559082,14.90999984741211,101837600,0.0,0.0,0.0
2026-04-13,14.899999618530272,15.06999969482422,14.829999923706056,14.9399995803833,186992500,0.0,0.0,0.0
2026-04-14,15.4399995803833,15.4399995803833,15.079999923706056,15.100000381469728,164777800,0.0,0.0,0.0
2026-04-15,15.390000343322754,15.539999961853027,15.270000457763672,15.31999969482422,102778800,0.0,0.0,0.0
2026-04-16,15.5600004196167,15.68000030517578,15.4399995803833,15.68000030517578,76394960,0.0,0.0,0.0
2026-04-17,15.75,16.209999084472656,15.75,16.06999969482422,216931300,0.0,0.0,0.0
2026-04-20,16.34000015258789,16.899999618530273,16.280000686645508,16.790000915527344,352749100,0.0,0.0,0.0
2026-04-21,17.290000915527344,17.329999923706055,16.719999313354492,16.8700008392334,420941500,0.0,0.0,0.0
2026-04-22,16.969999313354492,17.219999313354492,16.940000534057617,17.059999465942383,188898200,0.0,0.0,0.0
2026-04-23,17.579999923706055,17.700000762939453,16.149999618530273,16.65999984741211,487531400,0.0,0.0,0.0
2026-04-24,17.079999923706055,17.200000762939453,16.649999618530273,16.93000030517578,245107600,0.0,0.0,0.0
2026-04-27,17.34000015258789,17.350000381469727,16.700000762939453,16.829999923706055,260730300,0.0,0.0,0.0
2026-04-28,16.899999618530273,17.06999969482422,16.739999771118164,17.040000915527344,124556400,0.0,0.0,0.0
