date,open,high,low,close,volume,dividends,stock_splits,capital_gains,kd_k,kd_d
2025-12-23,24.11052754149615,24.11052754149615,24.044210232791187,24.06315803527832,1139589,0.0,0.0,0.0,50.0,50.0
2025-12-24,24.167368738551048,24.19579044180728,24.09157933682963,24.10105323791504,1556399,0.0,0.0,0.0,50.0,50.0
2025-12-26,24.233684338864524,24.26210604223766,24.157894936831372,24.25263214111328,2524199,0.0,0.0,0.0,50.0,50.0
2025-12-29,24.30947433592084,24.565264251654405,24.30947433592084,24.517894744873047,3083859,0.0,0.0,0.0,50.0,50.0
2025-12-30,24.470527346484406,24.517895046887322,24.347370241259654,24.49894905090332,1316404,0.0,0.0,0.0,50.0,50.0
2025-12-31,24.432633840352466,24.69789585692678,24.404212135592946,24.631580352783203,3128709,0.0,0.0,0.0,50.0,50.0
2026-01-02,24.783158346798878,25.038948260311713,24.68842114102058,25.020000457763672,2911733,0.0,0.0,0.0,50.0,50.0
2026-01-05,25.465263254699572,25.967369185948954,25.45579116028374,25.796842575073242,6497430,0.0,0.0,0.0,50.0,50.0
2026-01-06,25.76842246819057,26.137895584106445,25.73052686298796,26.137895584106445,3202599,0.0,0.0,0.0,66.67,55.56
2026-01-07,26.137895994123014,26.14736989557228,25.86315827298012,25.938947677612305,3298726,0.0,0.0,0.0,74.4,61.84
2026-01-08,25.891578975587034,25.986316179452388,25.768421875435383,25.863157272338867,1654612,0.0,0.0,0.0,78.17,67.28
2026-01-09,25.777894470716237,25.93894717832988,25.49368466055659,25.82526397705078,2832379,0.0,0.0,0.0,79.6,71.39
2026-01-12,26.05263228370496,26.109473884556436,25.92947518069978,25.976842880249023,1513287,0.0,0.0,0.0,83.25,75.34
2026-01-13,26.23263339703268,26.28947499918969,25.995791279922862,26.09052848815918,3818095,0.0,0.0,0.0,85.31,78.66
2026-01-14,26.194737582178853,26.36526419425272,26.194737582178853,26.26105308532715,2158229,0.0,0.0,0.0,88.14,81.82
2026-01-15,26.223158787917217,26.223158787917217,25.995790578462444,26.147369384765625,2311551,0.0,0.0,0.0,84.11,82.58
2026-01-16,26.507368087162313,26.715790297034037,26.36526318486187,26.668420791625977,3797096,0.0,0.0,0.0,88.11,84.43
2026-01-19,26.526316984723703,26.867370209897974,26.46947538284864,26.734737396240234,2441685,0.0,0.0,0.0,88.86,85.9
2026-01-20,26.630527093372425,26.8578952992917,26.5736836866712,26.81999969482422,1703812,0.0,0.0,0.0,91.42,87.74
2026-01-21,26.583158896200636,26.83894881806041,26.478949592709668,26.554738998413086,2301503,0.0,0.0,0.0,86.69,87.39
2026-01-22,26.90526309692221,27.104211407184852,26.90526309692221,26.97157859802246,1691075,0.0,0.0,0.0,87.37,87.38
2026-01-23,27.161053504160144,27.2936845087877,27.085264100521265,27.25579071044922,2200034,0.0,0.0,0.0,90.6,88.46
2026-01-26,27.322105207080444,27.416842409882396,27.284209603174922,27.341053009033203,2479573,0.0,0.0,0.0,91.96,89.62
2026-01-27,27.359999105616133,27.710526215196364,27.359999105616133,27.653684616088867,2461292,0.0,0.0,0.0,93.53,90.93
2026-01-28,27.767369308631974,28.00421142578125,27.767369308631974,28.00421142578125,2734079,0.0,0.0,0.0,95.69,92.51
2026-01-29,28.042105725826627,28.051579626906793,27.663158717429347,27.79578971862793,3351384,0.0,0.0,0.0,91.74,92.26
2026-01-30,27.549474824076263,27.549474824076263,27.246317205114742,27.378948211669922,4473779,0.0,0.0,0.0,80.23,88.25
2026-02-02,27.047368707082466,27.047368707082466,26.725263287353712,26.914737701416016,5006517,0.0,0.0,0.0,62.73,79.74
2026-02-03,27.53052621028484,27.60631561279297,27.322105805127958,27.60631561279297,10403671,0.0,0.0,0.0,63.96,74.48
2026-02-04,27.473684110792973,27.729474017219477,27.42631641269704,27.653684616088867,34631391,0.0,0.0,0.0,65.97,71.65
2026-02-05,27.47368552827747,27.511581134278902,27.14210620361277,27.20842170715332,35995234,0.0,0.0,0.0,56.13,66.47
2026-02-06,26.962104395816198,27.255789907355055,26.72526229055304,27.161052703857422,15814102,0.0,0.0,0.0,48.37,60.44
2026-02-09,27.881053321558888,28.01368432418539,27.824211721427798,27.928421020507812,13823668,0.0,0.0,0.0,62.48,61.12
2026-02-10,28.193685419560424,28.525264739990234,28.193685419560424,28.525264739990234,14883112,0.0,0.0,0.0,74.99,65.74
2026-02-11,28.638948514804646,29.1505283577394,28.629474613236006,29.112632751464844,22494456,0.0,0.0,0.0,82.81,71.43
2026-02-23,29.463159270104043,29.662105778030146,29.141053851303937,29.169475555419922,53672262,0.0,0.0,0.0,82.95,75.27
2026-02-24,29.41578944006763,30.022106472480484,29.406317345761625,29.993684768676758,32135060,0.0,0.0,0.0,88.34,79.63
2026-02-25,30.438949373064194,30.922105693432393,30.372633870541573,30.78000259399414,56601181,0.0,0.0,0.0,91.1,83.45
2026-02-26,30.809999465942383,30.940000534057617,30.540000915527344,30.770000457763672,32516058,1.71,0.0,0.0,92.72,86.54
2026-03-02,30.0,30.549999237060547,29.979999542236328,30.350000381469727,15194443,0.0,0.0,0.0,90.48,87.86
2026-03-03,30.299999237060547,30.329999923706055,29.530000686645508,29.549999237060547,22654524,0.0,0.0,0.0,78.78,84.83
2026-03-04,28.700000762939453,28.799999237060547,28.25,28.270000457763672,19604370,0.0,0.0,0.0,53.45,74.37
2026-03-05,29.170000076293945,29.489999771118164,28.809999465942383,29.0,10207099,0.0,0.0,0.0,44.93,64.56
2026-03-06,28.809999465942383,29.18000030517578,28.690000534057617,28.93000030517578,3809785,0.0,0.0,0.0,38.38,55.83
2026-03-09,27.100000381469727,27.65999984741211,27.049999237060547,27.510000228881836,11465838,0.0,0.0,0.0,29.53,47.06
2026-03-10,28.459999084472656,28.6200008392334,27.950000762939453,28.25,4811845,0.0,0.0,0.0,29.97,41.36
2026-03-11,28.729999542236328,29.459999084472656,28.690000534057617,29.34000015258789,12919482,0.0,0.0,0.0,39.6,40.78
