date,open,high,low,close,volume,dividends,stock_splits
2026-01-09,205.72000122070312,207.3000030517578,203.07000732421875,203.1699981689453,24217300,0.0,0.0
2026-01-12,201.17999267578125,209.8800048828125,199.8000030517578,207.69000244140625,27287300,0.0,0.0
2026-01-13,215.10000610351562,223.11000061035156,214.97999572753906,220.97000122070312,56894900,0.0,0.0
2026-01-14,217.5399932861328,224.08999633789062,215.11000061035156,223.60000610351562,40466500,0.0,0.0
2026-01-15,227.89999389648438,238.35000610351562,227.22000122070312,227.9199981689453,55270200,0.0,0.0
2026-01-16,234.3000030517578,234.49000549316406,228.86000061035156,231.8300018310547,42545600,0.0,0.0
2026-01-20,226.0800018310547,239.5,225.41000366210938,231.9199981689453,44327700,0.0,0.0
2026-01-21,235.99000549316406,252.89999389648438,235.77999877929688,249.8000030517578,62385600,0.0,0.0
2026-01-22,251.75,256.0799865722656,246.6300048828125,253.72999572753906,37945000,0.0,0.0
2026-01-23,261.17999267578125,266.9599914550781,256.25,259.67999267578125,47525900,0.0,0.0
2026-01-26,256.75,258.2900085449219,250.3000030517578,251.30999755859375,30672500,0.0,0.0
2026-01-27,252.16000366210938,255.5500030517578,247.9600067138672,252.02999877929688,25691600,0.0,0.0
2026-01-28,254.1300048828125,257.3999938964844,250.2100067138672,252.74000549316406,27061200,0.0,0.0
2026-01-29,254.66000366210938,260.5299987792969,240.91000366210938,252.17999267578125,31685200,0.0,0.0
2026-01-30,236.92999267578125,245.24000549316406,234.5500030517578,236.72999572753906,40035700,0.0,0.0
2026-02-02,235.77000427246094,249.97000122070312,235.0,246.27000427246094,36308100,0.0,0.0
2026-02-03,251.5500030517578,252.64999389648438,237.0399932861328,242.11000061035156,53097100,0.0,0.0
2026-02-04,215.0,218.5800018310547,199.14999389648438,200.19000244140625,107173300,0.0,0.0
2026-02-05,201.86000061035156,204.0399932861328,190.72000122070312,192.5,62196400,0.0,0.0
2026-02-06,197.1300048828125,209.27000427246094,196.42999267578125,208.44000244140625,54504500,0.0,0.0
2026-02-09,206.89999389648438,217.60000610351562,204.14999389648438,216.0,38810800,0.0,0.0
2026-02-10,215.13999938964844,219.38999938964844,213.1300048828125,213.57000732421875,25326700,0.0,0.0
2026-02-11,217.8800048828125,219.64999389648438,209.2100067138672,213.5800018310547,33384700,0.0,0.0
2026-02-12,215.8300018310547,218.4600067138672,205.13999938964844,205.94000244140625,32181000,0.0,0.0
2026-02-13,204.02000427246094,210.0500030517578,203.8800048828125,207.32000732421875,26123900,0.0,0.0
2026-02-17,202.14999389648438,205.3000030517578,194.8300018310547,203.0800018310547,33712100,0.0,0.0
2026-02-18,198.41000366210938,203.1999969482422,195.0,200.1199951171875,35664100,0.0,0.0
2026-02-19,200.11000061035156,204.10000610351562,198.2899932861328,203.3699951171875,25842300,0.0,0.0
2026-02-20,200.1199951171875,204.8699951171875,198.55999755859375,200.14999389648438,36317300,0.0,0.0
2026-02-23,198.08999633789062,199.3800048828125,194.14999389648438,196.60000610351562,28187900,0.0,0.0
2026-02-24,211.6300048828125,216.7100067138672,206.5,213.83999633789062,81367000,0.0,0.0
2026-02-25,214.82000732421875,216.6999969482422,210.3300018310547,210.86000061035156,44588100,0.0,0.0
