date,open,high,low,close,volume,dividends,stock_splits
2026-01-26,239.97999572753903,240.9499969482422,237.5399932861328,238.4199981689453,32825500,0.0,0.0
2026-01-27,239.69000244140625,244.8800048828125,238.0800018310547,244.67999267578125,38029200,0.0,0.0
2026-01-28,246.3699951171875,247.77999877929688,241.52999877929688,243.00999450683597,40882700,0.0,0.0
2026-01-29,242.82000732421875,243.0,236.7400054931641,241.72999572753903,47229600,0.0,0.0
2026-01-30,239.88999938964844,243.32000732421875,237.63999938964844,239.3000030517578,46585000,0.0,0.0
2026-02-02,238.30999755859372,245.6300048828125,238.1699981689453,242.9600067138672,37546100,0.0,0.0
2026-02-03,244.97999572753903,246.3500061035156,235.4499969482422,238.6199951171875,53831300,0.0,0.0
2026-02-04,238.8600006103516,238.8600006103516,231.82000732421875,232.9900054931641,51299900,0.0,0.0
2026-02-05,224.91000366210935,226.30999755859372,220.3800048828125,222.69000244140625,103509200,0.0,0.0
2026-02-06,202.6999969482422,211.44000244140625,200.30999755859372,210.32000732421875,179210900,0.0,0.0
2026-02-09,208.97000122070312,212.80999755859372,203.3500061035156,208.72000122070312,91178400,0.0,0.0
2026-02-10,208.8000030517578,212.6499938964844,206.41000366210935,206.9600067138672,67175000,0.0,0.0
2026-02-11,208.05999755859372,208.57000732421875,202.4900054931641,204.0800018310547,65545500,0.0,0.0
2026-02-12,203.9600067138672,203.9600067138672,197.55999755859372,199.6000061035156,83975400,0.0,0.0
2026-02-13,198.8800048828125,201.16000366210935,197.27999877929688,198.7899932861328,66321600,0.0,0.0
2026-02-17,198.1300048828125,201.7400054931641,196.0,201.1499938964844,69879200,0.0,0.0
2026-02-18,202.07000732421875,206.8600006103516,201.50999450683597,204.7899932861328,51003300,0.0,0.0
2026-02-19,203.8000030517578,205.63999938964844,202.80999755859372,204.8600006103516,35669600,0.0,0.0
2026-02-20,204.75999450683597,211.1699981689453,203.75,210.1100006103516,65881600,0.0,0.0
2026-02-23,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,0.0,0.0
2026-02-24,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,0.0,0.0
2026-02-25,210.4600067138672,211.58999633789065,208.92999267578125,210.63999938964844,41346400,0.0,0.0
2026-02-26,210.72999572753903,211.0500030517578,205.3500061035156,207.9199981689453,47756800,0.0,0.0
2026-02-27,206.8300018310547,210.3300018310547,205.1999969482422,210.0,57422800,0.0,0.0
2026-03-02,204.5500030517578,209.72999572753903,203.4600067138672,208.38999938964844,46001000,0.0,0.0
2026-03-03,203.1000061035156,209.17999267578125,202.47999572753903,208.72999572753903,43184900,0.0,0.0
2026-03-04,210.47000122070312,217.5399932861328,210.1499938964844,216.82000732421875,54731100,0.0,0.0
