date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d
2024-04-30,13.568996599453255,13.611006839359298,13.442969084788722,13.484977722167969,2177000,0.0,0.0,50.0,50.0
2024-05-02,13.5689962615259,13.6950237730518,13.5689962615259,13.65301513671875,3828000,0.0,0.0,50.0,50.0
2024-05-03,13.65301530567595,13.737034181908545,13.56899642944336,13.56899642944336,3018000,0.0,0.0,50.0,50.0
2024-05-06,13.695023371229844,13.77904224395752,13.484976990674008,13.77904224395752,2844000,0.0,0.0,50.0,50.0
2024-05-07,13.82105215873029,13.863060792849469,13.526986912316028,13.611005783081056,2890000,0.0,0.0,50.0,50.0
2024-05-08,13.526987324883937,13.568995960284362,13.316940942828367,13.400959014892578,3741000,0.0,0.0,50.0,50.0
2024-05-09,13.400959098179758,13.484977170766143,13.358949661254885,13.358949661254885,1341000,0.0,0.0,50.0,50.0
2024-05-10,12.896847806728948,12.938856440917704,12.308717312926325,12.854838371276855,9201000,0.0,0.0,50.0,50.0
2024-05-13,12.854839410160627,12.854839410160627,12.602783578341125,12.812829971313477,2154000,0.0,0.0,44.14,48.05
2024-05-14,12.812829971313477,12.854839410160627,12.770820532466328,12.812829971313477,1825000,0.0,0.0,40.24,45.45
2024-05-15,12.81282980200479,12.980866753909552,12.81282980200479,12.896848678588867,1551000,0.0,0.0,39.44,43.44
2024-05-16,12.938856994939073,13.064885306691682,12.938856994939073,12.98086643218994,1454000,0.0,0.0,40.71,42.53
2024-05-17,12.980865559303917,12.980865559303917,12.854838057289276,12.93885612487793,1576000,0.0,0.0,40.65,41.9
2024-05-20,13.0228749937299,13.064884428155883,12.89684749171526,12.93885612487793,1066000,0.0,0.0,43.77,42.53
2024-05-21,12.938856606699508,12.938856606699508,12.770819664001465,12.770819664001465,1682000,0.0,0.0,42.27,42.44
2024-05-22,13.06488580313298,13.06488580313298,12.770820532466328,12.812829971313477,1546000,0.0,0.0,50.4,45.1
2024-05-23,12.81282942025824,12.81282942025824,12.60278303631958,12.68680191040039,2354000,0.0,0.0,39.66,43.29
2024-05-24,12.644792473359988,12.770819983217836,12.60278303631958,12.68680191040039,1604000,0.0,0.0,32.5,39.69
2024-05-27,12.728810064920577,12.938856440917704,12.68680143073182,12.854838371276855,1689000,0.0,0.0,39.85,39.74
2024-05-28,12.812829402185256,13.022875785827637,12.812829402185256,13.022875785827637,1958000,0.0,0.0,56.87,45.45
2024-05-29,13.022876192201592,13.022876192201592,12.85483924029683,12.896848678588867,1424000,0.0,0.0,59.13,50.01
2024-05-30,12.896848055412327,12.896848055412327,12.68680167536498,12.72881031036377,1479000,0.0,0.0,48.51,49.51
2024-05-31,12.728810228011117,12.85483853598216,12.728810228011117,12.770819664001465,1387000,0.0,0.0,44.46,47.83
2024-06-03,12.854839410160627,12.896848849007778,12.770820532466328,12.812829971313477,1373000,0.0,0.0,44.79,46.81
2024-06-04,12.896847971972504,12.896847971972504,12.728810228011117,12.770819664001465,1036000,0.0,0.0,43.19,45.61
2024-06-05,12.854838619150188,12.854838619150188,12.72881031036377,12.72881031036377,654000,0.0,0.0,38.8,43.34
2024-06-06,12.770820532466328,12.854839410160627,12.728811093619177,12.812829971313477,1592000,0.0,0.0,38.36,41.68
2024-06-07,12.854839410160627,12.896848849007778,12.812829971313477,12.812829971313477,1356000,0.0,0.0,38.08,40.48
2024-06-11,12.938857315617517,13.022876192201592,12.85483924029683,12.896848678588867,2501000,0.0,0.0,46.22,42.39
2024-06-12,12.938857486591528,12.98086692543868,12.812829971313477,12.812829971313477,1228000,0.0,0.0,43.31,42.7
2024-06-13,12.812829099991813,12.896847971972504,12.770819664001465,12.770819664001465,1207000,0.0,0.0,33.64,39.68
2024-06-14,12.770820532466328,12.896848849007778,12.728811093619177,12.812829971313477,1196000,0.0,0.0,31.95,37.1
2024-06-17,12.896847806728948,12.896847806728948,12.81282893582476,12.854838371276855,1168000,0.0,0.0,35.58,36.6
2024-06-18,12.85483924029683,12.896848678588867,12.770820363712753,12.896848678588867,1244000,0.0,0.0,42.77,38.65
2024-06-19,12.93885612487793,13.064884428155883,12.89684749171526,12.93885612487793,2893000,0.0,0.0,49.35,42.22
