date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d
2024-04-24,917.3262948517752,940.3746942199102,916.4043588770498,931.1553344726562,6229216,0.0,0.0,50.0,50.0
2024-04-25,918.2482290472096,926.54565280366,899.8095095884302,904.419189453125,6053259,0.0,0.0,50.0,50.0
2024-04-26,913.6385506549284,926.545654296875,909.9508067572297,926.545654296875,5747819,0.0,0.0,50.0,50.0
2024-04-29,972.6425170898438,972.6425170898438,926.5457153320312,935.7650756835938,7963720,0.0,0.0,50.0,50.0
2024-04-30,935.765013233308,949.594052837741,914.5604858398438,914.5604858398438,5868406,0.0,0.0,50.0,50.0
2024-05-02,912.7166748046876,940.374755859375,905.3411865234376,921.93603515625,5401225,0.0,0.0,50.0,50.0
2024-05-03,958.8134765625,968.0328369140624,949.5941162109376,958.8134765625,6598170,0.0,0.0,50.0,50.0
2024-05-06,977.252197265625,977.252197265625,954.2037963867188,954.2037963867188,4516638,0.0,0.0,50.0,50.0
2024-05-07,968.0328369140624,972.6425170898438,954.2037963867188,963.4231567382812,3178782,0.0,0.0,60.71,53.57
2024-05-08,995.6907975706335,1014.1295160441638,977.2520790971032,1009.5198364257812,9985063,0.0,0.0,72.47,59.87
2024-05-09,1014.1295160441638,1037.1779141360769,1004.9101568073988,1009.5198364257812,7792270,0.0,0.0,74.65,64.8
2024-05-10,1018.7391956625464,1018.7391956625464,995.6907975706335,1009.5198364257812,4456276,0.0,0.0,76.11,68.57
2024-05-13,1027.9586181640625,1032.5682980661434,1014.1295784578194,1027.9586181640625,4025166,0.0,0.0,81.74,72.96
2024-05-14,1027.9587381206034,1069.4458620806276,1023.3490576806008,1064.836181640625,7534580,0.0,0.0,86.89,77.6
2024-05-15,1078.6652229606332,1083.2749034006358,1055.6168207606197,1064.836181640625,5522444,0.0,0.0,86.66,80.62
2024-05-16,1087.884521484375,1115.5426025390625,1083.2748413085938,1097.1038818359375,10020318,0.0,0.0,87.3,82.85
2024-05-17,1087.8844596633585,1092.4941395771862,1074.055419921875,1074.055419921875,6360397,0.0,0.0,82.96,82.89
2024-05-20,1074.0554809570312,1101.7135620117188,1074.0554809570312,1097.1038818359375,6031212,0.0,0.0,84.2,83.32
2024-05-21,1087.8845827792552,1097.1039436502658,1074.0555414727394,1083.27490234375,3369008,0.0,0.0,80.49,82.38
2024-05-22,1097.103697957872,1097.103697957872,1069.445621538766,1092.4940185546875,4429872,0.0,0.0,80.58,81.78
2024-05-23,1101.7135014830783,1115.5425412506484,1092.4941416380316,1110.932861328125,6200782,0.0,0.0,85.54,83.03
2024-05-24,1097.1038210561585,1110.9328608173705,1097.1038210561585,1101.7135009765625,3253977,0.0,0.0,85.36,83.81
2024-05-27,1152.4198658271523,1207.7360193868556,1138.5908274372264,1184.6876220703125,14370057,0.0,0.0,85.19,84.27
2024-05-28,1198.516724564647,1216.955443404103,1184.6876854350548,1207.736083984375,10026387,0.0,0.0,88.04,85.53
2024-05-29,1207.7362060546875,1212.3458862304688,1175.4684448242188,1189.2974853515625,7857214,0.0,0.0,85.78,85.61
2024-05-30,1157.0297241210938,1198.516845703125,1152.4200439453125,1189.2974853515625,8407440,0.0,0.0,84.27,85.16
2024-05-31,1212.345691263917,1212.345691263917,1129.3714614435728,1138.5908203125,14212589,0.0,0.0,71.8,80.71
2024-06-03,1166.2489628829355,1170.858642578125,1143.2005644069882,1170.858642578125,6293578,0.0,0.0,70.79,77.4
2024-06-04,1161.639404296875,1170.8587646484375,1124.761962890625,1143.20068359375,6985162,0.0,0.0,60.77,71.86
2024-06-05,1143.20068359375,1147.8103637695312,1124.761962890625,1133.9813232421875,5828522,0.0,0.0,50.77,64.83
2024-06-06,1157.0297241210938,1198.516845703125,1138.5910034179688,1189.2974853515625,9895619,0.0,0.0,57.18,62.28
2024-06-07,1189.2975471047796,1189.2975471047796,1170.8588254442402,1175.468505859375,4931241,0.0,0.0,56.45,60.34
2024-06-11,1170.858642578125,1180.078001968504,1152.4199237973671,1170.858642578125,5557895,0.0,0.0,55.18,58.62
2024-06-12,1170.8587646484375,1207.7362060546875,1166.2490844726562,1198.516845703125,7741796,0.0,0.0,64.86,60.7
2024-06-13,1235.3942280573103,1290.7103875225632,1221.565188190997,1276.88134765625,13075007,0.0,0.0,73.79,65.06
2024-06-14,1286.1007080078125,1286.1007080078125,1258.4426282657091,1286.1007080078125,5947681,0.0,0.0,81.6,70.58
2024-06-17,1267.6620483398438,1281.4910888671875,1258.4426879882812,1272.271728515625,4297102,0.0,0.0,84.03,75.06
2024-06-18,1267.6621080717582,1295.3201904296875,1267.6621080717582,1295.3201904296875,7677930,0.0,0.0,89.35,79.83
2024-06-19,1313.7586743903885,1369.0748291015625,1309.1489948311237,1369.0748291015625,11552021,0.0,0.0,92.9,84.18
2024-06-20,1369.0750122070312,1382.904052734375,1346.026611328125,1382.904052734375,6213796,0.0,0.0,95.27,87.88
2024-06-21,1355.2459716796875,1378.2943725585938,1332.1975708007812,1373.6846923828125,10724486,0.0,0.0,95.51,90.42
2024-06-24,1341.4168051861702,1350.636164671986,1295.320007757092,1299.9296875,9093868,0.0,0.0,84.24,88.36
2024-06-25,1263.0523077899368,1290.7103875225632,1258.442627834499,1276.88134765625,9382535,0.0,0.0,67.59,81.44
2024-06-26,1286.1008296437112,1318.3685923946286,1286.1008296437112,1295.3201904296875,4993229,0.0,0.0,54.94,72.6
2024-06-27,1272.2716681367608,1299.9297478788642,1272.2716681367608,1286.1007080078125,4724876,0.0,0.0,44.03,63.08
2024-06-28,1290.71044921875,1295.3201293945312,1267.6620483398438,1290.71044921875,6843642,0.0,0.0,38.0,54.72
2024-07-01,1295.3200687907188,1327.587828511484,1295.3200687907188,1304.5394287109375,5023006,0.0,0.0,37.68,49.04
2024-07-02,1299.9296875,1304.5393672429077,1281.4909685283687,1299.9296875,5090265,0.0,0.0,36.23,44.77
2024-07-03,1318.3685923946286,1318.3685923946286,1281.4911492507229,1295.3201904296875,6361645,0.0,0.0,34.41,41.32
2024-07-04,1300.4136700994318,1319.2602450284091,1295.7020263671875,1295.7020263671875,7642964,30.40531,0.0,36.41,39.68
2024-07-05,1300.4136610243056,1305.125304723669,1258.0088677300348,1272.143798828125,6406820,0.0,0.0,31.05,36.8
2024-07-08,1262.720397089569,1338.106689453125,1258.0087538168464,1338.106689453125,7726110,0.0,0.0,54.03,42.54
2024-07-09,1366.3766395882385,1375.7999267578125,1333.3951344947293,1375.7999267578125,9654123,0.0,0.0,69.35,51.48
2024-07-10,1371.0882734238894,1375.7999169751745,1328.6834814623255,1352.24169921875,5443505,0.0,0.0,72.9,58.62
2024-07-11,1352.241619271292,1375.7998356349033,1333.3950461804027,1338.106689453125,5250273,0.0,0.0,71.27,62.84
2024-07-12,1286.2786600449506,1305.125233818503,1272.1437297147863,1281.5670166015625,6871306,0.0,0.0,54.18,59.95
2024-07-15,1290.9904001383763,1300.413687730627,1272.1438249538746,1276.85546875,3536752,0.0,0.0,41.45,53.78
2024-07-16,1276.855416110014,1286.278703313778,1248.585554498722,1267.43212890625,5001135,0.0,0.0,32.57,46.71
