date,open,high,low,close,volume,dividends,stock_splits
2025-12-26,290.7225632877798,290.75254995440923,283.30557635904245,284.6750183105469,17878500,0.0,0.0
2025-12-29,280.3299865722656,294.5,278.5,294.3699951171875,26642900,0.115,0.0
2025-12-30,294.70001220703125,298.8299865722656,292.010009765625,292.6300048828125,23056400,0.0,0.0
2025-12-31,293.1700134277344,293.1700134277344,284.17999267578125,285.4100036621094,17573800,0.0,0.0
2026-01-02,295.1300048828125,315.6000061035156,294.8599853515625,315.4200134277344,42604300,0.0,0.0
2026-01-05,325.1300048828125,325.5299987792969,309.54998779296875,312.1499938964844,34608600,0.0,0.0
2026-01-06,318.2799987792969,344.54998779296875,318.05999755859375,343.42999267578125,48732400,0.0,0.0
2026-01-07,340.7099914550781,346.29998779296875,337.17999267578125,339.54998779296875,32781100,0.0,0.0
2026-01-08,342.8999938964844,343.6600036621094,321.3599853515625,327.0199890136719,33897700,0.0,0.0
2026-01-09,332.75,345.79998779296875,326.19000244140625,345.0899963378906,33387500,0.0,0.0
2026-01-12,340.54998779296875,348.4700012207031,339.32000732421875,345.8699951171875,23152600,0.0,0.0
2026-01-13,346.2699890136719,351.2300109863281,335.2200012207031,338.1300048828125,23881300,0.0,0.0
2026-01-14,334.8399963378906,339.1000061035156,328.20001220703125,333.3500061035156,20277200,0.0,0.0
2026-01-15,345.3299865722656,347.7699890136719,336.2699890136719,336.6300048828125,25370200,0.0,0.0
2026-01-16,353.1000061035156,365.80999755859375,352.0400085449219,362.75,47901900,0.0,0.0
2026-01-20,364.67999267578125,381.55999755859375,361.3500061035156,365.0,49744900,0.0,0.0
2026-01-21,372.8500061035156,394.20001220703125,366.7300109863281,389.1099853515625,56712800,0.0,0.0
2026-01-22,396.6400146484375,397.7799987792969,376.9200134277344,397.5799865722656,39607600,0.0,0.0
2026-01-23,397.1600036621094,412.42999267578125,390.739990234375,399.6499938964844,35404200,0.0,0.0
2026-01-26,395.5,398.0,384.29998779296875,389.0899963378906,29193900,0.0,0.0
2026-01-27,404.6099853515625,416.45001220703125,399.6000061035156,410.239990234375,36212100,0.0,0.0
2026-01-28,422.44000244140625,438.94000244140625,417.0,435.2799987792969,42725700,0.0,0.0
2026-01-29,439.3699951171875,444.7099914550781,417.70001220703125,435.7900085449219,42675700,0.0,0.0
2026-01-30,446.4700012207031,455.5,407.1300048828125,414.8800048828125,51022900,0.0,0.0
2026-02-02,412.17999267578125,442.42999267578125,410.0,437.79998779296875,37771200,0.0,0.0
2026-02-03,442.1600036621094,442.29998779296875,407.5299987792969,419.44000244140625,42763300,0.0,0.0
2026-02-04,410.5899963378906,413.0,363.8999938964844,379.3999938964844,58074900,0.0,0.0
2026-02-05,369.6199951171875,390.92999267578125,366.0,382.8900146484375,38899500,0.0,0.0
2026-02-06,377.9700012207031,396.6499938964844,372.8699951171875,394.69000244140625,37196000,0.0,0.0
2026-02-09,380.69000244140625,391.80999755859375,370.67999267578125,383.5,31009600,0.0,0.0
2026-02-10,375.989990234375,382.7900085449219,366.05999755859375,373.25,35433800,0.0,0.0
2026-02-11,395.3900146484375,414.1600036621094,386.57000732421875,410.3399963378906,48475000,0.0,0.0
2026-02-12,422.25,438.7699890136719,411.1600036621094,413.9700012207031,45639100,0.0,0.0
2026-02-13,405.19000244140625,420.8800048828125,392.7099914550781,411.6600036621094,33807600,0.0,0.0
2026-02-17,400.95001220703125,413.6600036621094,395.29998779296875,399.7799987792969,28549500,0.0,0.0
2026-02-18,399.5,427.8500061035156,394.6000061035156,420.95001220703125,32306600,0.0,0.0
2026-02-19,415.80999755859375,420.32000732421875,407.739990234375,417.3500061035156,21651300,0.0,0.0
2026-02-20,415.17999267578125,430.57000732421875,415.1499938964844,428.1700134277344,29894900,0.0,0.0
2026-02-23,422.30999755859375,431.70001220703125,415.29998779296875,420.9700012207031,25426600,0.0,0.0
