date,open,high,low,close,volume,dividends,stock_splits,capital_gains,kd_k,kd_d,bias_5,bias_10,bias_20
2026-01-26,10.020000457763672,10.18000030517578,10.010000228881836,10.15999984741211,62549820,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0
2026-01-27,10.220000267028809,10.229999542236328,10.079999923706056,10.130000114440918,69321710,0.0,0.0,0.0,50.0,50.0,-0.15,-0.15,-0.15
2026-01-28,10.149999618530272,10.170000076293944,10.109999656677246,10.130000114440918,40578240,0.0,0.0,0.0,50.0,50.0,-0.1,-0.1,-0.1
2026-01-29,10.109999656677246,10.109999656677246,10.050000190734863,10.100000381469728,31435200,0.0,0.0,0.0,50.0,50.0,-0.3,-0.3,-0.3
2026-01-30,10.020000457763672,10.020000457763672,9.979999542236328,10.020000457763672,35746620,0.0,0.0,0.0,50.0,50.0,-0.87,-0.87,-0.87
2026-02-02,10.0,10.010000228881836,9.920000076293944,9.9399995803833,39042060,0.0,0.0,0.0,50.0,50.0,-1.23,-1.39,-1.39
2026-02-03,10.079999923706056,10.119999885559082,10.079999923706056,10.109999656677246,19253370,0.0,0.0,0.0,50.0,50.0,0.5,0.25,0.25
2026-02-04,9.960000038146973,9.960000038146973,9.880000114440918,9.93000030517578,33396240,0.0,0.0,0.0,50.0,50.0,-0.9,-1.34,-1.34
2026-02-05,9.800000190734863,9.8100004196167,9.710000038146973,9.75,40897370,0.0,0.0,0.0,35.9,45.3,-2.01,-2.79,-2.79
2026-02-06,9.489999771118164,9.550000190734863,9.460000038146973,9.5,36211030,0.0,0.0,0.0,25.66,38.75,-3.51,-4.78,-4.78
2026-02-09,9.869999885559082,9.880000114440918,9.770000457763672,9.779999732971191,17331170,0.0,0.0,0.0,32.13,36.55,-0.35,-1.6,-1.8
2026-02-10,9.869999885559082,9.869999885559082,9.8100004196167,9.850000381469728,14696650,0.0,0.0,0.0,41.12,38.07,0.9,-0.62,-1.01
2026-02-11,9.84000015258789,9.859999656677246,9.800000190734863,9.84000015258789,17374740,0.0,0.0,0.0,46.6,40.92,0.99,-0.43,-1.02
2026-02-23,9.829999923706056,9.84000015258789,9.630000114440918,9.630000114440918,36662250,0.0,0.0,0.0,39.66,40.5,-0.93,-2.08,-2.92
2026-02-24,9.5600004196167,9.600000381469728,9.550000190734863,9.579999923706056,24671880,0.0,0.0,0.0,32.5,37.83,-1.6,-2.16,-3.2
2026-02-25,9.6899995803833,9.6899995803833,9.619999885559082,9.630000114440918,25597730,0.0,0.0,0.0,33.0,36.22,-0.78,-1.33,-2.53
2026-02-26,9.710000038146973,9.729999542236328,9.670000076293944,9.720000267028809,18830400,0.0,0.0,0.0,42.63,38.36,0.41,-0.01,-1.53
2026-03-02,9.479999542236328,9.5600004196167,9.420000076293944,9.510000228881836,32407820,0.0,0.0,0.0,34.94,37.22,-1.08,-1.75,-3.46
2026-03-03,9.529999732971191,9.550000190734863,9.5,9.510000228881836,15271000,0.0,0.0,0.0,29.82,34.75,-0.83,-1.5,-3.28
2026-03-04,9.449999809265137,9.510000228881836,9.4399995803833,9.449999809265137,22422040,0.0,0.0,0.0,22.1,30.54,-1.19,-2.07,-3.7
2026-03-05,9.640000343322754,9.65999984741211,9.59000015258789,9.630000114440918,8425082,0.0,0.0,0.0,30.64,30.57,0.69,-0.05,-1.6
2026-03-06,9.619999885559082,9.670000076293944,9.619999885559082,9.65999984741211,7428975,0.0,0.0,0.0,39.48,33.54,1.13,0.46,-1.06
2026-03-09,9.399999618530272,9.40999984741211,9.260000228881836,9.31999969482422,17074210,0.0,0.0,0.0,30.57,32.55,-2.04,-2.55,-4.14
2026-03-10,9.600000381469728,9.630000114440918,9.56999969482422,9.59000015258789,7131132,0.0,0.0,0.0,43.79,36.3,0.63,0.31,-1.11
2026-03-11,9.65999984741211,9.68000030517578,9.649999618530272,9.670000076293944,10829580,0.0,0.0,0.0,58.27,43.62,1.0,1.06,-0.1
2026-03-12,9.65999984741211,9.65999984741211,9.600000381469728,9.619999885559082,8360450,0.0,0.0,0.0,67.42,51.55,0.5,0.54,-0.46
2026-03-13,9.579999923706056,9.600000381469728,9.550000190734863,9.59000015258789,6031169,0.0,0.0,0.0,71.14,58.08,0.33,0.37,-0.5
2026-03-16,9.579999923706056,9.579999923706056,9.5,9.539999961853027,7367621,0.0,0.0,0.0,69.65,61.94,-0.65,-0.19,-0.82
2026-03-17,9.5600004196167,9.5600004196167,9.520000457763672,9.539999961853027,7440404,0.0,0.0,0.0,68.65,64.17,-0.54,-0.22,-0.71
2026-03-18,9.609999656677246,9.630000114440918,9.59000015258789,9.619999885559082,9711758,0.0,0.0,0.0,74.34,67.56,0.4,0.44,0.06
2026-03-19,9.489999771118164,9.5,9.470000267028809,9.489999771118164,10207900,0.0,0.0,0.0,67.81,67.65,-0.69,-0.77,-1.14
2026-03-20,9.460000038146973,9.470000267028809,9.4399995803833,9.460000038146973,6184323,0.0,0.0,0.0,47.99,61.09,-0.73,-0.88,-1.25
2026-03-23,9.260000228881836,9.270000457763672,9.239999771118164,9.270000457763672,14985440,0.0,0.0,0.0,34.26,52.15,-2.17,-2.82,-2.95
2026-03-24,9.329999923706056,9.399999618530272,9.3100004196167,9.3100004196167,7075649,0.0,0.0,0.0,28.4,44.23,-1.27,-2.11,-2.36
2026-03-25,9.359999656677246,9.399999618530272,9.31999969482422,9.359999656677246,6223406,0.0,0.0,0.0,29.19,39.22,-0.19,-1.27,-1.73
2026-03-26,9.380000114440918,9.380000114440918,9.3100004196167,9.31999969482422,6492813,0.0,0.0,0.0,26.3,34.91,-0.26,-1.38,-1.99
2026-03-27,9.140000343322754,9.15999984741211,9.109999656677246,9.15999984741211,14413630,0.0,0.0,0.0,20.74,30.19,-1.34,-2.63,-3.39
2026-03-30,8.90999984741211,8.930000305175781,8.84000015258789,8.930000305175781,21222550,0.0,0.0,0.0,17.62,26.0,-3.1,-4.45,-5.52
2026-03-31,8.859999656677246,8.9399995803833,8.859999656677246,8.890000343322754,11427220,0.0,0.0,0.0,14.27,22.09,-2.65,-4.21,-5.64
2026-04-01,9.199999809265137,9.239999771118164,9.18000030517578,9.229999542236328,6582062,0.0,0.0,0.0,30.15,24.78,1.36,-0.13,-1.91
2026-04-02,9.270000457763672,9.329999923706056,9.149999618530272,9.15999984741211,5718466,0.0,0.0,0.0,39.15,29.57,0.95,-0.53,-2.41
2026-04-07,9.210000038146973,9.300000190734863,9.210000038146973,9.260000228881836,4400655,0.0,0.0,0.0,51.1,36.74,1.83,0.77,-1.14
2026-04-08,9.550000190734863,9.630000114440918,9.550000190734863,9.630000114440918,15987210,0.0,0.0,0.0,67.4,46.96,4.29,4.39,2.64
2026-04-09,9.600000381469728,9.600000381469728,9.539999961853027,9.550000190734863,6402469,0.0,0.0,0.0,74.89,56.27,1.96,3.25,1.81
2026-04-10,9.649999618530272,9.670000076293944,9.640000343322754,9.65999984741211,11264150,0.0,0.0,0.0,82.86,65.13,2.2,4.11,2.99
2026-04-13,9.640000343322754,9.65999984741211,9.630000114440918,9.640000343322754,9133467,0.0,0.0,0.0,87.37,72.55,0.96,3.53,2.77
2026-04-14,9.800000190734863,9.869999885559082,9.800000190734863,9.81999969482422,17618410,0.0,0.0,0.0,89.93,78.34,1.66,4.72,4.56
2026-04-15,9.979999542236328,10.0600004196167,9.979999542236328,10.039999961853027,37463430,0.0,0.0,0.0,92.55,83.08,3.06,5.82,6.62
2026-04-16,10.170000076293944,10.25,10.170000076293944,10.220000267028809,23658260,0.0,0.0,0.0,94.13,86.76,3.48,6.23,8.14
2026-04-17,10.220000267028809,10.229999542236328,10.1899995803833,10.199999809265137,20506700,0.0,0.0,0.0,94.48,89.33,2.16,4.96,7.59
2026-04-20,10.239999771118164,10.279999732971191,10.239999771118164,10.270000457763672,21378250,0.0,0.0,0.0,95.87,91.51,1.58,4.49,7.89
2026-04-21,10.289999961853027,10.300000190734863,10.270000457763672,10.279999732971191,19971010,0.0,0.0,0.0,96.37,93.13,0.76,3.51,7.53
2026-04-22,10.279999732971191,10.289999961853027,10.260000228881836,10.279999732971191,19731730,0.0,0.0,0.0,96.58,94.28,0.29,2.84,6.97
2026-04-23,10.399999618530272,10.399999618530272,10.3100004196167,10.359999656677246,26976240,0.0,0.0,0.0,95.99,94.85,0.8,2.81,7.21
2026-04-24,10.369999885559082,10.420000076293944,10.350000381469728,10.359999656677246,11436660,0.0,0.0,0.0,94.1,94.6,0.48,2.1,6.66
2026-04-27,10.550000190734863,10.600000381469728,10.550000190734863,10.5600004196167,12673970,0.0,0.0,0.0,93.92,94.37,1.85,3.14,8.03
2026-04-28,10.609999656677246,10.649999618530272,10.609999656677246,10.630000114440918,7633628,0.0,0.0,0.0,94.56,94.43,1.84,3.0,7.94
2026-04-29,10.520000457763672,10.579999923706056,10.5,10.56999969482422,8385200,0.0,0.0,0.0,90.57,93.15,0.71,1.9,6.44
2026-04-30,10.649999618530272,10.720000267028809,10.609999656677246,10.619999885559082,7722386,0.0,0.0,0.0,86.77,91.02,0.68,1.99,6.02
2026-05-04,10.699999809265137,10.760000228881836,10.649999618530272,10.75,11671770,0.0,0.0,0.0,90.51,90.85,1.17,2.69,6.51
2026-05-05,10.729999542236328,10.739999771118164,10.68000030517578,10.720000267028809,6577572,0.0,0.0,0.0,91.01,90.91,0.58,1.97,5.4
2026-05-06,10.84000015258789,10.84000015258789,10.789999961853027,10.829999923706056,8518236,0.0,0.0,0.0,93.38,91.73,1.23,2.48,5.66
2026-05-07,11.010000228881836,11.050000190734863,11.0,11.029999732971191,6875534,0.0,0.0,0.0,94.63,92.7,2.22,3.64,6.89
2026-05-08,11.039999961853027,11.100000381469728,11.039999961853027,11.06999969482422,6556741,0.0,0.0,0.0,94.75,93.38,1.75,3.32,6.49
2026-05-11,11.170000076293944,11.270000457763672,11.170000076293944,11.25,8627044,0.0,0.0,0.0,95.64,94.13,2.46,4.14,7.4
2026-05-12,11.25,11.25,11.18000030517578,11.210000038146973,7812344,0.0,0.0,0.0,94.49,94.25,1.19,3.15,6.22
2026-05-13,11.18000030517578,11.239999771118164,11.18000030517578,11.220000267028809,8610235,0.0,0.0,0.0,93.8,94.1,0.57,2.68,5.61
2026-05-14,11.4399995803833,11.449999809265137,11.390000343322754,11.40999984741211,5842398,0.0,0.0,0.0,94.2,94.14,1.58,3.62,6.72
2026-05-15,11.520000457763672,11.550000190734863,11.380000114440918,11.399999618530272,7808205,0.0,0.0,0.0,90.39,92.89,0.9,2.8,6.04
2026-05-18,11.220000267028809,11.300000190734863,11.199999809265137,11.260000228881836,6483515,0.0,0.0,0.0,80.87,88.88,-0.35,1.08,4.22
2026-05-19,11.25,11.25,11.149999618530272,11.170000076293944,6559168,0.0,0.0,0.0,64.22,80.66,-1.08,-0.13,2.96
2026-05-20,11.119999885559082,11.15999984741211,11.100000381469728,11.119999885559082,5488315,0.0,0.0,0.0,48.04,69.79,-1.35,-0.84,2.1
2026-05-21,11.229999542236328,11.329999923706056,11.229999542236328,11.31999969482422,5212369,0.0,0.0,0.0,48.32,62.63,0.59,0.68,3.45
2026-05-22,11.34000015258789,11.359999656677246,11.329999923706056,11.34000015258789,4968886,0.0,0.0,0.0,49.99,58.42,0.87,0.62,3.17
2026-05-25,11.449999809265137,11.470000267028809,11.420000076293944,11.43000030517578,7556119,0.0,0.0,0.0,57.77,58.2,1.37,1.26,3.48
2026-05-26,11.369999885559082,11.420000076293944,11.350000381469728,11.380000114440918,5467787,0.0,0.0,0.0,59.26,58.55,0.55,0.66,2.65
