date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d,bias_5,bias_10,bias_20
2025-09-30,136.1999969482422,137.99000549316406,132.3699951171875,132.5800018310547,7965500,0.0,0.0,36.25,40.7,2.07,-0.59,3.73
2025-10-01,133.6199951171875,137.26699829101562,127.5999984741211,129.02999877929688,9067300,0.0,0.0,32.48,37.96,-0.27,-3.11,0.54
2025-10-02,133.4499969482422,152.0500030517578,132.75,149.72000122070312,19216200,0.0,0.0,52.33,42.75,11.4,11.65,15.21
2025-10-03,148.39999389648438,156.47000122070312,144.13999938964844,145.77999877929688,19333300,0.0,0.0,57.63,47.71,5.52,8.58,10.85
2025-10-06,154.00999450683594,154.1719970703125,145.55999755859375,148.50999450683594,10810000,0.0,0.0,63.86,53.09,5.23,9.72,11.4
2025-10-07,152.0,157.55999755859375,144.1840057373047,148.72000122070312,12330800,0.0,0.0,67.42,57.87,3.03,8.46,10.29
2025-10-08,150.3000030517578,152.16000366210938,143.5500030517578,150.4600067138672,11706300,0.0,0.0,71.47,62.4,1.23,8.24,10.07
2025-10-09,150.8000030517578,153.8800048828125,145.8000030517578,150.47999572753906,10237500,0.0,0.0,73.1,65.97,1.14,6.28,9.42
2025-10-10,150.88999938964844,159.47000122070312,132.60499572753906,132.94000244140625,22403100,0.0,0.0,54.32,62.09,-9.08,-6.5,-3.6
2025-10-13,138.05999755859375,141.3800048828125,135.11000061035156,137.47000122070312,10351000,0.0,0.0,46.54,56.9,-4.54,-3.58,-0.44
2025-10-14,133.25,138.6199951171875,129.3300018310547,134.4600067138672,7650400,0.0,0.0,36.7,50.17,-4.75,-5.81,-2.61
2025-10-15,137.32000732421875,141.10000610351562,132.5800018310547,134.47999572753906,9018700,0.0,0.0,30.16,43.5,-2.53,-6.16,-2.72
2025-10-16,135.9199981689453,136.8699951171875,127.87999725341795,128.4600067138672,7387800,0.0,0.0,20.72,35.91,-3.82,-9.01,-6.67
2025-10-17,125.25,127.75800323486328,123.08999633789062,126.48999786376952,7837400,0.0,0.0,16.93,29.58,-4.37,-9.16,-7.51
2025-10-20,129.7899932861328,135.72900390625,128.25,130.80999755859375,9339400,0.0,0.0,18.36,25.84,-0.1,-4.85,-4.11
2025-10-21,130.4499969482422,133.0,125.6500015258789,129.85000610351562,9603000,0.0,0.0,18.43,23.37,-0.13,-4.23,-4.77
2025-10-22,128.57000732421875,131.0,122.5,124.79000091552734,8810200,0.0,0.0,14.35,20.36,-2.57,-6.19,-8.25
2025-10-23,124.9800033569336,130.00999450683594,124.30999755859376,129.86000061035156,6896100,0.0,0.0,22.56,21.1,1.17,-0.84,-4.71
2025-10-24,132.9600067138672,144.02999877929688,131.02000427246094,142.0500030517578,15678700,0.0,0.0,45.31,29.17,8.05,7.72,3.66
2025-10-27,146.92999267578125,147.44000244140625,138.10000610351562,143.2899932861328,9715600,0.0,0.0,57.99,38.78,6.96,8.18,4.2
2025-10-28,143.25,143.3800048828125,135.85000610351562,136.11000061035156,7857500,0.0,0.0,56.85,44.8,0.66,2.63,-1.15
